id,price_doc
31188,5172392.3
31189,5395851
31190,5442500
31191,13440000
31192,3582681.4
31193,5936323.7
31194,13094098.9
31195,6915814.5
31196,5431000
31197,11725232
31198,6560000
31199,6226328.5
31200,9774896.3
31201,4238216.5
31202,4139947.4
31203,6269186.9
31204,3642700.5
31205,9206666.3
31206,5475000
31207,4680512.6
31208,3284000
31209,4071488.7
31210,6228178.7
31211,7419653.7
31212,5370285.8
31213,12575163.5
31214,6655407.1
31215,4951802.5
31216,5686569.3666666662
31217,7268239
31218,9086515.9
31219,3690070.2
31220,7557586.8
31221,3585325.9
31222,7935000
31223,9256237.4
31224,7784961.8
31225,12150048.4
31226,6461842.6
31227,9086068.8
31228,10660000
31229,4441590
31230,5809430.1
31231,4428141.6
31232,6575458.3
31233,6139435.3
31234,6676313.4
31235,5310250
31236,5250000
31237,7708600
31238,6409989.8
31239,9004390
31240,6386486
31241,6074362.9
31242,7197167.6
31243,3552070.3
31244,7769512.5
31245,7951000
31246,7860000
31247,5389970.8
31248,6860000
31249,9030465.8
31250,5471807.5
31251,7139940.6
31252,6657089.2
31253,10238341.4
31254,6841836
31255,11995000
31256,6921200
31257,5000803.9
31258,5165000
31259,10831292.3
31260,7410000
31261,23518989
31262,5567631.0200000005
31263,6290787.5
31264,3615543.7
31265,5555000
31266,6979400
31267,3568869.1
31268,4666674.6
31269,7026201
31270,4622886.4
31271,6017560.7
31272,15330000
31273,7812500
31274,6240000
31275,5333000
31276,5902500
31277,2845000
31278,15685043.6
31279,14409635
31280,6935000
31281,7046306.9
31282,11992959.9
31283,5697854.6
31284,3959600
31285,5514351.9
31286,7334000
31287,9717491
31288,4402380.3
31289,9239775.2
31290,6228573.8
31291,6640000
31292,3916916.3
31293,7781247.3
31294,3660612
31295,17646052
31296,10791255.1
31297,8747609.1
31298,3835378
31299,9185910
31300,6556800
31301,7163651.2666666675
31302,6191207.5
31303,5545561
31304,7434926.9
31305,8638715.1
31306,3339407.1
31307,5568173.5
31308,8815000
31309,9681400
31310,63697264.4
31311,4975000
31312,4445000
31313,13878318
31314,6149129.4
31315,9717491
31316,11277574.8
31317,14335625
31318,8613200
31319,6885499.8
31320,5940000
31321,7700742.7
31322,9655763.8666666672
31323,8189000
31324,7700000
31325,5135000
31326,5820000
31327,8537500
31328,13034964.4
31329,5326535.1
31330,11717512.8
31331,8943472.8
31332,6065000
31333,5620000
31334,4564499.4
31335,6697442
31336,8250000
31337,7702657
31338,4448457.8
31339,5163000
31340,8263910
31341,9204101.2
31342,4394188.2
31343,3737754
31344,3725941.7
31345,4890893.5
31346,4043779.8
31347,9517103.2
31348,10998654
31349,7701752.5
31350,3820223.7
31351,5940000
31352,7440000
31353,4463000
31354,7600000
31355,9362228.8
31356,4292660.6
31357,5547291.1
31358,2837175.7
31359,6315226.4
31360,10042465.6
31361,4965000
31362,9645309.1
31363,5384582.9
31364,3091377
31365,4040620.5
31366,7248000
31367,10410000
31368,6440000
31369,4847117.1
31370,9167500
31371,10126561.2
31372,7582094.1
31373,4600000
31374,6447023.5
31375,5643000
31376,6287418.4
31377,9688800
31378,4530000
31379,27710000
31380,4800000
31381,7165000
31382,5619000
31383,7995000
31384,30452906.8
31385,14994980
31386,9215698.8
31387,6961900
31388,5277593.8
31389,4551042
31390,8875000
31391,4988492.1
31392,9695000
31393,10230000
31394,4506000
31395,3890152
31396,9243931.4
31397,6305591.6
31398,2311571.8
31399,13456645
31400,4118170.3
31401,11587166
31402,9762000
31403,5215830.8
31404,1820000
31405,3900569.1
31406,6108624
31407,3456274.5
31408,6098848.5
31409,3980584.8
31410,13100000
31411,8754000
31412,10680000
31413,9150000
31414,5049693.4
31415,15486949.7
31416,6740000
31417,4869900
31418,8450000
31419,9860000
31420,10363071.4
31421,5684016
31422,5960000
31423,8016630.9
31424,15584615
31425,5250000
31426,5145000
31427,5654277.6
31428,7536137.2
31429,14793134.9
31430,4454554
31431,5427889
31432,4541681.1
31433,5325000
31434,3729229.8
31435,10712000
31436,11034290.5
31437,12292753
31438,9420000
31439,11959257.7
31440,6080000
31441,6765000
31442,7207902.6
31443,11090000
31444,5833000
31445,9745000
31446,20159475.4
31447,5592000
31448,5340000
31449,3950000
31450,7553880
31451,5310000
31452,12036950.1
31453,2288168.5
31454,5805000
31455,6387500
31456,5066032.5
31457,5500359
31458,16900009.6
31459,6775511.1
31460,5143554.6
31461,4800000
31462,3623379
31463,5467574.7
31464,8007000
31465,5692000
31466,50487192.8
31467,3707618.7
31468,12835000
31469,4716764.3
31470,5150828
31471,14403986.2
31472,2931825.9
31473,8285000
31474,3722513.6
31475,7580000
31476,21208777
31477,6030500
31478,5483000
31479,6445000
31480,6106858.7
31481,8160000
31482,10300000
31483,10015000
31484,7806750.7
31485,4135925.8
31486,2899539.7
31487,4824500
31488,14559390
31489,6185000
31490,4570296.1
31491,5455000
31492,9035000
31493,11920000
31494,6065000
31495,4686000
31496,4335000
31497,4879997.2
31498,6181830.7
31499,9760000
31500,10776026
31501,8230615.6
31502,8340000
31503,5890000
31504,6310000
31505,18804089.4
31506,8110000
31507,6126871.9
31508,6030049
31509,6105000
31510,6360000
31511,4913162
31512,5597859
31513,24841239.7
31514,22605382
31515,2945566.9
31516,13780000
31517,5355000
31518,4512708.3
31519,4979000
31520,5515400
31521,5365000
31522,4426010
31523,7613000
31524,8644562.6
31525,10220000
31526,5681694
31527,7810479.6
31528,4655000
31529,6010000
31530,5847137.6
31531,10402868.4
31532,5871590.3
31533,13753048.5
31534,7875000
31535,11410000
31536,8965000
31537,4474513.0666666664
31538,5675390.1
31539,3953566.9
31540,9293267.1
31541,2636827.8
31542,4452400
31543,3737754
31544,5093126.8
31545,7523584.8
31546,12662593.2
31547,4310000
31548,6314000
31549,5469820.3
31550,5145000
31551,6954000
31552,6643954
31553,5171214.4
31554,9170498.8
31555,3758362.9
31556,7026000.9
31557,6062531.3
31558,9717491
31559,2922803.6
31560,7631791.7
31561,7146465.2
31562,35979167.6
31563,4599508.2
31564,6159000
31565,9389300.7
31566,6307027.6
31567,16828809.6
31568,8644200
31569,6955321.9
31570,6907390.2
31571,6085000
31572,3376013.7
31573,5642796
31574,10385000
31575,5616007.4
31576,8255271.5
31577,5043336
31578,8082869
31579,5326535.1
31580,7865000
31581,5425000
31582,5150000
31583,8087665
31584,4092914.2
31585,6904487.1
31586,13053737.3
31587,11818250.2
31588,9993256.8
31589,3825722.1
31590,6464119
31591,7080000
31592,8120679.2
31593,7682000
31594,7517450.9
31595,5855000
31596,3788634.6
31597,5195000
31598,3987885.2
31599,7869567.9
31600,7259423.2
31601,14808841
31602,5677424.8
31603,13742900
31604,3550341.6
31605,5143554.6
31606,6446867.7
31607,6237000
31608,5496587.4
31609,6845880
31610,7090000
31611,5634967.7
31612,6345000
31613,5140483.6
31614,17321062
31615,10956008.1
31616,8337400
31617,3536442.2
31618,8812596.4
31619,10860200
31620,4424456.6
31621,5761214.4
31622,33575797.9
31623,10531014.6
31624,5150019.8
31625,10354500
31626,6722500
31627,7103519.9
31628,9601495
31629,8093800
31630,4066188.6
31631,6186624.1
31632,16593900
31633,5870000
31634,10055000
31635,14193880.5
31636,6540000
31637,5531114.3
31638,7658492.8
31639,3618930.5
31640,9675000
31641,3742125.8
31642,3063307
31643,6628091.5
31644,7618000
31645,5029527.5
31646,8390000
31647,4205000
31648,9933726.4
31649,5259500
31650,6354260
31651,10024000
31652,5298168.3
31653,5725906.2
31654,4580000
31655,4718831.2
31656,19814390.8
31657,7645000
31658,3937478.1
31659,6820210
31660,5270000
31661,5690000
31662,7001770.9
31663,3612391.5
31664,3671831.8
31665,4650650.9
31666,5279900
31667,8409895.8
31668,6410118.3
31669,11433910
31670,6823434.7
31671,4075000
31672,8866380.6
31673,6640000
31674,11242617.7
31675,8504447
31676,8270000
31677,4936381
31678,4721771.4
31679,7842500
31680,5197894.4
31681,6384973.6
31682,3054175.7
31683,6886873.7
31684,5082721
31685,3654274.5
31686,12715509.2
31687,12718578.5
31688,11601060.8
31689,3719813.6
31690,7364692.1
31691,3803219
31692,3752316.5
31693,7285200
31694,6297454.3
31695,7211643.2
31696,3595464
31697,5421955.8
31698,3585704.5
31699,5115000
31700,5170000
31701,9330640.8
31702,6654000
31703,8412487.4
31704,6347500
31705,11810000
31706,6210000
31707,13529856.1
31708,8765000
31709,4985147.1
31710,12100000
31711,7815000
31712,7240000
31713,5553465.7
31714,6001324.2
31715,5652569.2
31716,6148000
31717,10903433.6
31718,4925764.333333333
31719,6553000
31720,2112000.5
31721,5117291.4
31722,6670203.5
31723,6410000
31724,7200000
31725,5064719.4
31726,9655600
31727,6232800
31728,4805170.4
31729,5374000
31730,3833746.8
31731,6841301.5
31732,7395000
31733,3695743.1
31734,4387844.4
31735,2777073
31736,6165000
31737,4835439.3
31738,5300249.55
31739,5694887.6
31740,8145000
31741,12977923.1
31742,12416488.6
31743,6959424.7
31744,5139723.8
31745,4014636.1
31746,10660000
31747,5036091.9
31748,16101282.6
31749,5343827.1
31750,6287556.3
31751,10104500
31752,4622886.4
31753,4603433.7
31754,7872448
31755,12734000
31756,2292886.8
31757,6679400
31758,6053822
31759,6162910.4
31760,6167567.8
31761,17020789.4
31762,2844420.5
31763,11095094.2
31764,4349836
31765,4539811.9
31766,8369000
31767,3206402.1
31768,7162251.6
31769,5470000
31770,4267664.2
31771,3941908.7
31772,7981840
31773,4965000
31774,6915553.6
31775,11629965.8
31776,2514546.3
31777,3634330.4
31778,12039347.2
31779,9043661.1
31780,7039351.3
31781,8125000
31782,5310000
31783,3735120.5
31784,4645000
31785,6570000
31786,5748070.05
31787,6686525.7
31788,5062000
31789,6036199.4
31790,3610149
31791,7337511.2
31792,6480768.7
31793,9445309.1
31794,6935431.3
31795,5320000
31796,4625200
31797,16122275
31798,7090705.4
31799,4805024.7
31800,6200000
31801,3727994.5
31802,7507583.5
31803,7985000
31804,4975000
31805,3720144.5
31806,6475000
31807,6313000
31808,8240000
31809,5392358.4
31810,3609338
31811,8790000
31812,6900000
31813,6131721.3
31814,6792000
31815,6224830.1
31816,5048500
31817,3628209.5
31818,6483000
31819,5559979
31820,11875461.7
31821,12903000
31822,5615000
31823,5078946.8
31824,5291877
31825,4978646
31826,6170000
31827,5945000
31828,6610000
31829,8300000
31830,5919385
31831,3280485.9
31832,12464590.4
31833,10923596.1
31834,6324439
31835,5016481.7
31836,7225000
31837,3516881.7
31838,7732110.5
31839,5216012
31840,7900000
31841,5211249.9
31842,6495000
31843,3727994.5
31844,5990254.2
31845,7923000
31846,5762209.85
31847,5090000
31848,5275063
31849,7855000
31850,6149129.4
31851,12106832
31852,8879125.8
31853,9280404.5
31854,6080586
31855,4110900
31856,5738000
31857,10338000
31858,11451113.4
31859,29222329.6
31860,7107029.9
31861,19611756.8
31862,7215542
31863,9862664.2
31864,3952390.5
31865,5495000
31866,2975891.5
31867,9280000
31868,5390000
31869,11060000
31870,3587253
31871,4912965.2
31872,14319423.6
31873,6434315.6
31874,4871573.6
31875,5188792
31876,5172428.2
31877,21028115.4
31878,3439332.2
31879,7725000
31880,11265000
31881,5230335.2
31882,10285378.9
31883,5035411.9
31884,5857532.3
31885,7340000
31886,8309000
31887,9900000
31888,3314516.2
31889,10023320
31890,4957974.9
31891,2811000
31892,3645097.4
31893,10444998
31894,7927000
31895,3339131.4
31896,3852959.3
31897,3952050.5
31898,4018654.2
31899,4105578
31900,5487569.7
31901,7189944.9
31902,7328402.7
31903,3990000
31904,4741809.6
31905,7358329.1
31906,4483965.7333333325
31907,3681043.7
31908,3486051.1
31909,5700000
31910,4195288
31911,3768337.7
31912,6570865.3
31913,8101734.2
31914,5119900
31915,7667995
31916,4650650.9
31917,5692815.8
31918,4533790.9
31919,6549291.1
31920,4374818
31921,4872340
31922,6484282.5
31923,15885000
31924,10100000
31925,7719472
31926,9186703.4
31927,13140000
31928,7369533.4
31929,16770000
31930,9228451.1
31931,5665000
31932,8965000
31933,7475000
31934,6359551.3
31935,5162061
31936,3548700.1
31937,6415000
31938,5013000
31939,5018103.4
31940,7341674
31941,34616997.6
31942,5145000
31943,7850000
31944,4196589.35
31945,6455000
31946,8000000
31947,8715000
31948,6442304.83
31949,10753990.4
31950,11015000
31951,6020000
31952,6270000
31953,3886482.9
31954,13512128.8
31955,5301428
31956,7325000
31957,4575276
31958,5495000
31959,11170000
31960,7622072
31961,9720000
31962,5075000
31963,8170000
31964,4935984.5
31965,5650000
31966,14175000
31967,7670030
31968,7212665
31969,24462000
31970,4961000
31971,4414094.9
31972,5661622
31973,5039846.9
31974,7066456.3
31975,4185935.3
31976,4700521.5
31977,8314000
31978,5960366.9
31979,5051487.9333333336
31980,4667187.2
31981,6999522.3
31982,7895000
31983,11929659.7
31984,5765000
31985,4818124.8
31986,4586930.6
31987,5389024
31988,7960000
31989,12415528.1
31990,3585281.9
31991,10635000
31992,5086273.8
31993,7439000
31994,7840321.3
31995,7490000
31996,11455611.5
31997,4185000
31998,3679387.5
31999,5596000
32000,6094616.2
32001,64575203.2
32002,19179035.4
32003,11558230
32004,7070825.6
32005,4943424.8
32006,15795000
32007,9316751.7
32008,6622000
32009,3644116.9
32010,6740178.5
32011,5418465.5
32012,2064492.8
32013,5331701
32014,5651000
32015,8205000
32016,6472395
32017,10999300
32018,4867500
32019,5370796
32020,5899693.7
32021,9705000
32022,5675454.2
32023,4752935.4
32024,5559979
32025,5175000
32026,4502473.2
32027,6704113.2
32028,5573184
32029,11698700
32030,4533456.3
32031,3540691.8
32032,8014770
32033,6860000
32034,3534018.9
32035,4835566.5
32036,6305591.6
32037,8813699.1
32038,5610000
32039,4774000
32040,13775242
32041,3886183.2
32042,6003902.2
32043,36932780.8
32044,5685080.1
32045,3852397.8
32046,8155000
32047,9860000
32048,10344000
32049,6919666.6
32050,11060642.3
32051,8311849.3
32052,6019756.2
32053,8809263.4
32054,4763802
32055,4501267.8
32056,6376000
32057,3764997.3
32058,3360000
32059,5351841.3
32060,6939500
32061,9370000
32062,7018291.8
32063,5765000
32064,8739011.3
32065,6248958.5
32066,5601500
32067,3777992
32068,5250902.4
32069,2948108.1
32070,13021039.6
32071,4125000
32072,4140383.1
32073,3661400.5
32074,5577973.7
32075,13130000
32076,18694999
32077,8851731.5
32078,3751414.8
32079,3940404.3
32080,4783291.7
32081,30292833.6
32082,5515503.3
32083,3703229.4
32084,6510000
32085,7614480
32086,11660000
32087,5035000
32088,23916881.5
32089,6063000
32090,15305198.4
32091,7801305.3
32092,5557712.5
32093,4025000
32094,8733259.7
32095,6242020
32096,3715016.2
32097,11125967.3
32098,6495000
32099,8505000
32100,6030000
32101,5265000
32102,3709589.9
32103,3180970.1
32104,5737887.3
32105,7039286.6
32106,7249043
32107,5825796
32108,4029704.9
32109,7506000
32110,3711152.8
32111,9699900
32112,21167304.5
32113,9862000
32114,10724250
32115,7845000
32116,6750700
32117,8977947.2
32118,7105368.2
32119,9528607.1
32120,12236700
32121,3035523.6
32122,6980000
32123,27673206.8
32124,9900779.2
32125,10488000
32126,8854264.2
32127,8581500
32128,6111744.8
32129,5895000
32130,4123063.2
32131,11303418.8
32132,2083537.2
32133,3558716.9
32134,3881327.2
32135,7740343.6
32136,10592582
32137,12185000
32138,6010242.3
32139,5197587
32140,5875000
32141,2940013.7
32142,3943474.4
32143,7682000
32144,4616474.6
32145,39945602.4
32146,7392684.3
32147,5350000
32148,5570873.4
32149,10503000
32150,4972304.7
32151,9527096
32152,5538075.6
32153,7293066.7
32154,4829201.6
32155,8347902.4
32156,6008531.2
32157,14129116.1
32158,10530816.3
32159,14237606
32160,6216901.5
32161,9403290
32162,8805000
32163,8896992.7
32164,14532500
32165,9781379.3
32166,9293535.5
32167,11290726
32168,8430000
32169,4299206.7
32170,12470000
32171,14552900
32172,7041960
32173,7225000
32174,7786791.2
32175,26387569.4
32176,4209000
32177,12100000
32178,6342500
32179,10075000
32180,5665000
32181,6049293.6
32182,4806008.6
32183,4200000
32184,11211279.5
32185,6612320
32186,8450000
32187,4422977.9
32188,7186601
32189,3873138.2
32190,6004667.1
32191,4798238.3714285716
32192,14911246
32193,6507998.8
32194,3706623.5
32195,11243301.6
32196,11857914.3
32197,15155000
